Server: Loading model from game_engine/model/best_model.pth
Server Ready: Batch=4096, Streams=8, Device=cuda
   [Worker 0] Starting Game 1...
   [Worker 3] Starting Game 1...
   [Worker 2] Starting Game 1...
   [Worker 6] Starting Game 1...
   [Worker 5] Starting Game 1...
   [Worker 1] Starting Game 1...
   [Worker 4] Starting Game 1...
   [Worker 7] Starting Game 1...
   [Worker 14] Starting Game 1...
   [Worker 8] Starting Game 1...
   [Worker 10] Starting Game 1...
   [Worker 9] Starting Game 1...
   [Worker 11] Starting Game 1...
   [Worker 13] Starting Game 1...
   [Worker 12] Starting Game 1...
   [Worker 17] Starting Game 1...
   [Worker 16] Starting Game 1...
   [Worker 15] Starting Game 1...
   [Worker 22] Starting Game 1...
   [Worker 21] Starting Game 1...
   [Worker 18] Starting Game 1...
   [Worker 25] Starting Game 1...
   [Worker 19] Starting Game 1...
   [Worker 20] Starting Game 1...
   [Worker 23] Starting Game 1...
   [Worker 29] Starting Game 1...
   [Worker 24] Starting Game 1...
   [Worker 26] Starting Game 1...
   [Worker 27] Starting Game 1...
   [Worker 28] Starting Game 1...
   [Worker 36] Starting Game 1...
   [Worker 30] Starting Game 1...
   [Worker 31] Starting Game 1...
   [Worker 32] Starting Game 1...
   [Worker 34] Starting Game 1...
   [Worker 33] Starting Game 1...
   [Worker 35] Starting Game 1...
   [Worker 37] Starting Game 1...
   [Worker 40] Starting Game 1...
   [Worker 42] Starting Game 1...
   [Worker 38] Starting Game 1...
   [Worker 39] Starting Game 1...
   [Worker 41] Starting Game 1...
   [Worker 43] Starting Game 1...
   [Worker 0] Move 1: a2a3 (14.14s | 113 sim/s)
   [Worker 27] Move 123: e7e8q (14.97s | 107 sim/s)
   [Worker 27] Finished Game 1 in 3914.1s |  Total Moves 123 | Result 1-0
   [Worker 27] Starting Game 2...
   [Worker 32] Move 4: f7f5 (25.74s | 62 sim/s)
   [Worker 34] Move 22: e6d5 (28.81s | 56 sim/s)
   [Worker 35] Move 40: e7e6 (30.52s | 52 sim/s)
   [Worker 16] Move 114: b4b3 (34.26s | 47 sim/s)
   [Worker 41] Move 113: e1f1 (45.80s | 35 sim/s)
   [Worker 3] Move 66: f8g8 (28.16s | 57 sim/s)
   [Worker 20] Move 110: e5e6 (52.43s | 31 sim/s)
   [Worker 21] Move 15: f3e5 (29.58s | 54 sim/s)
   [Worker 40] Move 118: a5a4 (25.61s | 62 sim/s)
   [Worker 26] Move 113: h2h3 (44.50s | 36 sim/s)
   [Worker 8] Move 116: h4h3 (31.85s | 50 sim/s)
   [Worker 24] Move 35: e4f6 (28.81s | 56 sim/s)
   [Worker 5] Move 121: d7d5 (28.13s | 57 sim/s)
   [Worker 2] Move 111: c2c4 (45.96s | 35 sim/s)
   [Worker 18] Move 113: f3f7 (30.89s | 52 sim/s)
   [Worker 31] Move 115: b5c7 (31.37s | 51 sim/s)
   [Worker 23] Move 116: b2h2 (29.49s | 54 sim/s)
   [Worker 22] Move 117: f2f3 (36.01s | 44 sim/s)
   [Worker 12] Move 115: g6g7 (32.56s | 49 sim/s)
   [Worker 10] Move 61: e7c6 (29.71s | 54 sim/s)
   [Worker 29] Move 119: g3f3 (39.08s | 41 sim/s)
   [Worker 17] Move 111: a7a8q (60.52s | 26 sim/s)
   [Worker 25] Move 35: e4f6 (30.63s | 52 sim/s)
   [Worker 39] Move 50: c5d7 (31.29s | 51 sim/s)
   [Worker 7] Move 110: g6h6 (58.68s | 27 sim/s)
   [Worker 42] Move 33: d4c5 (28.97s | 55 sim/s)
   [Worker 15] Move 121: e5d4 (29.18s | 55 sim/s)
   [Worker 43] Move 113: h3g2 (33.25s | 48 sim/s)
   [Worker 4] Move 65: g7h7 (36.38s | 44 sim/s)
   [Worker 37] Move 115: a3a5 (34.74s | 46 sim/s)
   [Worker 33] Move 116: h2h1q (28.07s | 57 sim/s)
   [Worker 6] Move 122: a5a6 (36.95s | 43 sim/s)
   [Worker 38] Move 117: h5g4 (37.36s | 43 sim/s)
   [Worker 28] Move 114: f4h4 (30.87s | 52 sim/s)
   [Worker 32] Move 5: d2d4 (25.22s | 63 sim/s)
   [Worker 13] Move 29: d5e6 (28.15s | 57 sim/s)
   [Worker 27] Move 1: f2f3 (27.28s | 59 sim/s)
   [Worker 30] Move 86: g6g5 (33.66s | 48 sim/s)
   [Worker 19] Move 108: h1h2 (34.39s | 47 sim/s)
   [Worker 9] Move 114: c7b8 (41.20s | 39 sim/s)
   [Worker 14] Move 13: b4b5 (30.76s | 52 sim/s)
   [Worker 34] Move 23: c1a3 (29.23s | 55 sim/s)
   [Worker 41] Move 114: b4b5 (28.37s | 56 sim/s)
   [Worker 36] Move 115: h3h2 (37.58s | 43 sim/s)
   [Worker 16] Move 115: c2b3 (30.75s | 52 sim/s)
   [Worker 11] Move 116: f7g8 (37.03s | 43 sim/s)
   [Worker 21] Move 16: f8g7 (30.91s | 52 sim/s)
   [Worker 8] Move 117: e4e5 (29.16s | 55 sim/s)
   [Worker 26] Move 114: d7e7 (30.58s | 52 sim/s)
   [Worker 40] Move 119: b3a4 (30.80s | 52 sim/s)
   [Worker 35] Move 41: a8b8 (33.07s | 48 sim/s)
   [Worker 1] Move 112: h6h5 (41.95s | 38 sim/s)
   [Worker 3] Move 67: h6e3 (34.01s | 47 sim/s)
   [Worker 24] Move 36: d7d6 (32.54s | 49 sim/s)
   [Worker 20] Move 111: c7e7 (37.18s | 43 sim/s)
   [Worker 12] Move 116: e5e6 (29.85s | 54 sim/s)
   [Worker 5] Move 122: a5a6 (35.93s | 45 sim/s)
   [Worker 22] Move 118: g3e1 (33.31s | 48 sim/s)
   [Worker 0] Move 119: a3b3 (47.16s | 34 sim/s)
   [Worker 10] Move 62: h5h7 (33.85s | 47 sim/s)
   [Worker 29] Move 120: f7f6 (31.78s | 50 sim/s)
   [Worker 2] Move 112: h6h5 (38.61s | 41 sim/s)
   [Worker 39] Move 51: e5d7 (31.41s | 51 sim/s)
   [Worker 15] Move 122: f7g8 (28.53s | 56 sim/s)
   [Worker 18] Move 114: d7c8 (39.57s | 40 sim/s)
   [Worker 25] Move 36: d7d6 (33.50s | 48 sim/s)
   [Worker 31] Move 116: d5d6 (40.00s | 40 sim/s)
   [Worker 7] Move 111: c8e8 (33.58s | 48 sim/s)
   [Worker 6] Move 123: g7h8 (25.54s | 63 sim/s)
   [Worker 42] Move 34: g8f8 (33.14s | 48 sim/s)
   [Worker 4] Move 66: e8f8 (30.54s | 52 sim/s)
   [Worker 27] Move 2: b7b6 (26.42s | 61 sim/s)
   [Worker 30] Move 87: c5b6 (26.48s | 60 sim/s)
   [Worker 32] Move 6: f5e4 (28.36s | 56 sim/s)
   [Worker 38] Move 118: d7e6 (30.31s | 53 sim/s)
   [Worker 23] Move 117: e7d8 (44.54s | 36 sim/s)
   [Worker 14] Move 14: e7e5 (26.51s | 60 sim/s)
   [Worker 34] Move 24: f8d8 (28.45s | 56 sim/s)
   [Worker 13] Move 30: c8e6 (33.68s | 48 sim/s)
   [Worker 28] Move 115: d2c3 (35.90s | 45 sim/s)
   [Worker 17] Move 112: e1d2 (46.82s | 34 sim/s)
   [Worker 11] Move 117: d6d7 (29.45s | 54 sim/s)
   [Worker 36] Move 116: h5h4 (30.47s | 53 sim/s)
   [Worker 40] Move 120: g2f2 (29.31s | 55 sim/s)
   [Worker 21] Move 17: e5c6 (30.15s | 53 sim/s)
   [Worker 9] Move 115: c2c5 (36.39s | 44 sim/s)
   [Worker 8] Move 118: h3h2 (31.97s | 50 sim/s)
   [Worker 43] Move 114: f3f8 (44.30s | 36 sim/s)
   [Worker 37] Move 116: c7d5 (43.30s | 37 sim/s)
   [Worker 5] Move 123: g7h8 (24.21s | 66 sim/s)
   [Worker 35] Move 42: h6g5 (33.28s | 48 sim/s)
   [Worker 24] Move 37: f6h7 (29.49s | 54 sim/s)
   [Worker 33] Move 117: d8e8 (45.43s | 35 sim/s)
   [Worker 3] Move 68: f6f7 (33.58s | 48 sim/s)
   [Worker 0] Move 120: d8d7 (24.93s | 64 sim/s)
   [Worker 16] Move 116: b6b5 (38.37s | 42 sim/s)
   [Worker 20] Move 112: e6f5 (31.91s | 50 sim/s)
   [Worker 1] Move 113: e7h7 (38.53s | 42 sim/s)
   [Worker 12] Move 117: g7g6 (33.84s | 47 sim/s)
   [Worker 25] Move 37: f6h7 (27.34s | 59 sim/s)
   [Worker 15] Move 123: d4c3 (28.41s | 56 sim/s)
   [Worker 41] Move 115: f1f2 (46.03s | 35 sim/s)
   [Worker 10] Move 63: c6b4 (30.94s | 52 sim/s)
   [Worker 22] Move 119: f3c3 (33.76s | 47 sim/s)
   [Worker 19] Move 109: c2c1 (49.51s | 32 sim/s)
   [Worker 39] Move 52: f8g8 (32.34s | 49 sim/s)
   [Worker 27] Move 3: b2b3 (26.63s | 60 sim/s)
   [Worker 23] Move 118: g3f2 (25.12s | 64 sim/s)
   [Worker 26] Move 115: h3g3 (45.97s | 35 sim/s)
   [Worker 18] Move 115: h1g1 (33.64s | 48 sim/s)
   [Worker 32] Move 7: b1d2 (28.70s | 56 sim/s)
   [Worker 6] Move 124: a6b6 (32.95s | 49 sim/s)
   [Worker 31] Move 117: g3g4 (34.04s | 47 sim/s)
   [Worker 29] Move 121: f3e4 (37.50s | 43 sim/s)
   [Worker 42] Move 35: g1f3 (33.91s | 47 sim/s)
   [Worker 34] Move 25: d1b3 (27.60s | 58 sim/s)
   [Worker 14] Move 15: a3b1 (29.75s | 54 sim/s)
   [Worker 30] Move 88: e8f8 (33.14s | 48 sim/s)
   [Worker 2] Move 113: e7h7 (40.59s | 39 sim/s)
   [Worker 4] Move 67: c2d3 (35.42s | 45 sim/s)
   [Worker 38] Move 119: g4h5 (33.93s | 47 sim/s)
   [Worker 28] Move 116: d6e5 (29.27s | 55 sim/s)
   [Worker 13] Move 31: c7e6 (31.58s | 51 sim/s)
   [Worker 8] Move 119: e5e6 (28.55s | 56 sim/s)
   [Worker 40] Move 121: a4b3 (31.77s | 50 sim/s)
   [Worker 21] Move 18: b8c6 (31.80s | 50 sim/s)
   [Worker 37] Move 117: e4d5 (32.50s | 49 sim/s)
   [Worker 36] Move 117: b2b3 (37.10s | 43 sim/s)
   [Worker 7] Move 112: h6g5 (50.67s | 32 sim/s)
   [Worker 11] Move 118: g8h8 (37.92s | 42 sim/s)
   [Worker 20] Move 113: h3g2 (28.78s | 56 sim/s)
   [Worker 24] Move 38: f7f5 (32.26s | 50 sim/s)
   [Worker 43] Move 115: d8f8 (34.83s | 46 sim/s)
   [Worker 35] Move 43: b8c8 (34.66s | 46 sim/s)
   [Worker 16] Move 117: a1g1 (32.34s | 49 sim/s)
   [Worker 5] Move 124: a6b6 (36.26s | 44 sim/s)
   [Worker 19] Move 110: f8f7 (26.64s | 60 sim/s)
   [Worker 3] Move 69: e3h6 (34.97s | 46 sim/s)
   [Worker 12] Move 118: e6d7 (30.82s | 52 sim/s)
   [Worker 33] Move 118: h1e4 (36.55s | 44 sim/s)
   [Worker 15] Move 124: g8h8 (29.71s | 54 sim/s)
   [Worker 41] Move 116: d5g8 (31.23s | 51 sim/s)
   [Worker 27] Move 4: a7a6 (27.99s | 57 sim/s)
   [Worker 29] Move 122: d2d1q (25.66s | 62 sim/s)
   [Worker 25] Move 38: f7f5 (33.26s | 48 sim/s)
   [Worker 9] Move 116: b8e5 (44.92s | 36 sim/s)
   [Worker 1] Move 114: h5h7 (36.72s | 44 sim/s)
   [Worker 39] Move 53: d7b6 (30.83s | 52 sim/s)
   [Worker 10] Move 64: f8e7 (33.81s | 47 sim/s)
   [Worker 22] Move 120: e1h4 (33.30s | 48 sim/s)
   [Worker 26] Move 116: f3e2 (31.28s | 51 sim/s)
   [Worker 32] Move 8: c7c6 (28.97s | 55 sim/s)
   [Worker 6] Move 125: h8d4 (29.05s | 55 sim/s)
   [Worker 17] Move 113: a8c8 (50.55s | 32 sim/s)
   [Worker 34] Move 26: e7c5 (29.30s | 55 sim/s)
   [Worker 30] Move 89: h6g6 (28.24s | 57 sim/s)
   [Worker 14] Move 16: d8d7 (29.25s | 55 sim/s)
   [Worker 42] Move 36: b8a6 (34.87s | 46 sim/s)
   [Worker 4] Move 68: c4d4 (31.23s | 51 sim/s)
   [Worker 18] Move 116: c8d8 (39.07s | 41 sim/s)
   [Worker 0] Move 121: a2a3 (51.18s | 31 sim/s)
   [Worker 38] Move 120: e6f7 (33.74s | 47 sim/s)
   [Worker 23] Move 119: d8e7 (43.00s | 37 sim/s)
   [Worker 31] Move 118: d6e7 (40.32s | 40 sim/s)
   [Worker 40] Move 122: f2e2 (28.50s | 56 sim/s)
   [Worker 28] Move 117: c3c4 (33.99s | 47 sim/s)
   [Worker 13] Move 32: g8e7 (32.99s | 48 sim/s)
   [Worker 2] Move 114: h5h7 (39.55s | 40 sim/s)
   [Worker 11] Move 119: d7d8 (26.44s | 61 sim/s)
   [Worker 7] Move 113: e8f7 (26.81s | 60 sim/s)
   [Worker 21] Move 19: b2b4 (33.91s | 47 sim/s)
   [Worker 5] Move 125: h8d4 (27.66s | 58 sim/s)
   [Worker 8] Move 120: h6h7 (37.19s | 43 sim/s)
   [Worker 35] Move 44: d7c8 (31.46s | 51 sim/s)
   [Worker 24] Move 39: g4f5 (32.66s | 49 sim/s)
   [Worker 37] Move 118: f6e7 (34.51s | 46 sim/s)
   [Worker 15] Move 125: c3d4 (27.97s | 57 sim/s)
   [Worker 36] Move 118: a8b8 (34.95s | 46 sim/s)
   [Worker 27] Move 5: e2e3 (27.55s | 58 sim/s)
   [Worker 32] Move 9: d2e4 (25.15s | 64 sim/s)
   [Worker 3] Move 70: g8h7 (33.90s | 47 sim/s)
   [Worker 25] Move 39: g4f5 (31.70s | 50 sim/s)
   [Worker 12] Move 119: g6h6 (36.23s | 44 sim/s)
   [Worker 16] Move 118: b5a4 (38.83s | 41 sim/s)
   [Worker 10] Move 65: b4d5 (32.24s | 50 sim/s)
   [Worker 14] Move 17: h2h4 (28.46s | 56 sim/s)
   [Worker 39] Move 54: e7d5 (33.48s | 48 sim/s)
   [Worker 34] Move 27: b4c5 (30.23s | 53 sim/s)
   [Worker 29] Move 123: h4h5 (36.24s | 44 sim/s)
   [Worker 22] Move 121: c3c4 (35.23s | 45 sim/s)
   [Worker 9] Move 117: c5a5 (36.63s | 44 sim/s)
   [Worker 0] Move 122: e1g1 (25.00s | 64 sim/s)
   [Worker 17] Move 114: d7f8 (35.87s | 45 sim/s)
   [Worker 43] Move 116: e3e4 (47.02s | 34 sim/s)
   [Worker 1] Move 115: c4c5 (38.82s | 41 sim/s)
   [Worker 30] Move 90: a6a5 (34.94s | 46 sim/s)
   [Worker 42] Move 37: c5c6 (32.96s | 49 sim/s)
   [Worker 18] Move 117: c7e6 (31.45s | 51 sim/s)
   [Worker 28] Move 118: e5d6 (29.09s | 55 sim/s)
   [Worker 33] Move 119: e8d8 (47.17s | 34 sim/s)
   [Worker 20] Move 114: f5g6 (52.99s | 30 sim/s)
   [Worker 13] Move 33: d2d4 (29.37s | 54 sim/s)
   [Worker 41] Move 117: f2f3 (46.09s | 35 sim/s)
   [Worker 6] Move 126: b6c7 (42.81s | 37 sim/s)
   [Worker 38] Move 121: h5g5 (33.01s | 48 sim/s)
   [Worker 4] Move 69: h2h3 (36.33s | 44 sim/s)
   [Worker 31] Move 119: c7d5 (32.59s | 49 sim/s)
   [Worker 40] Move 123: b3b4 (33.57s | 48 sim/s)
   [Worker 19] Move 111: c1b1 (52.97s | 30 sim/s)
   [Worker 26] Move 117: g3f4 (47.02s | 34 sim/s)
   [Worker 27] Move 6: d7d5 (23.05s | 69 sim/s)
   [Worker 8] Move 121: g1g2 (27.32s | 59 sim/s)
   [Worker 37] Move 119: a5c5 (26.13s | 61 sim/s)
   [Worker 21] Move 20: g8h6 (30.66s | 52 sim/s)
   [Worker 15] Move 126: h8g8 (26.97s | 59 sim/s)
   [Worker 11] Move 120: h8g7 (35.53s | 45 sim/s)
   [Worker 32] Move 10: g8f6 (28.52s | 56 sim/s)
   [Worker 24] Move 40: d8d7 (31.61s | 51 sim/s)
   [Worker 35] Move 45: d5e6 (32.36s | 49 sim/s)
   [Worker 23] Move 120: h2g3 (44.25s | 36 sim/s)
   [Worker 16] Move 119: g1g2 (26.15s | 61 sim/s)
   [Worker 12] Move 120: d7d8 (27.89s | 57 sim/s)
   [Worker 36] Move 119: h2g1 (34.93s | 46 sim/s)
   [Worker 3] Move 71: h6f8 (31.18s | 51 sim/s)
   [Worker 14] Move 18: f8c5 (27.01s | 59 sim/s)
   [Worker 2] Move 115: c4c5 (45.45s | 35 sim/s)
   [Worker 29] Move 124: f6g5 (26.88s | 60 sim/s)
   [Worker 7] Move 114: g5h6 (46.49s | 34 sim/s)
   [Worker 5] Move 126: b6c7 (42.34s | 38 sim/s)
   [Worker 39] Move 55: b6d5 (29.94s | 53 sim/s)
   [Worker 25] Move 40: d8d7 (33.32s | 48 sim/s)
   [Worker 34] Move 28: d5d4 (29.41s | 54 sim/s)
   [Worker 43] Move 117: f8f3 (26.67s | 60 sim/s)
   [Worker 10] Move 66: e7e8 (32.63s | 49 sim/s)
   [Worker 22] Move 122: d4e5 (31.31s | 51 sim/s)
   [Worker 30] Move 91: h4g5 (29.29s | 55 sim/s)
   [Worker 6] Move 127: h7h8q (26.34s | 61 sim/s)
   [Worker 19] Move 112: f5f4 (25.75s | 62 sim/s)
   [Worker 42] Move 38: a8b8 (32.54s | 49 sim/s)
   [Worker 41] Move 118: g8f7 (31.33s | 51 sim/s)
   [Worker 38] Move 122: f7g8 (29.84s | 54 sim/s)
   [Worker 40] Move 124: f3e4 (29.29s | 55 sim/s)
   [Worker 1] Move 116: d5c5 (37.73s | 42 sim/s)
   [Worker 17] Move 115: c8f8 (39.40s | 41 sim/s)
   [Worker 4] Move 70: a5a8 (32.00s | 50 sim/s)
   [Worker 27] Move 7: a2a3 (29.81s | 54 sim/s)
   [Worker 13] Move 34: f7e6 (35.07s | 46 sim/s)
   [Worker 28] Move 119: c4b5 (36.07s | 44 sim/s)
   [Worker 0] Move 123: a3a2 (42.12s | 38 sim/s)
   [Worker 15] Move 127: d4d5 (28.38s | 56 sim/s)
   [Worker 26] Move 118: e7f6 (31.09s | 51 sim/s)
   [Worker 33] Move 120: e4e3 (37.24s | 43 sim/s)
   [Worker 11] Move 121: d8g5 (28.26s | 57 sim/s)
   [Worker 18] Move 118: d8e8 (38.68s | 41 sim/s)
   [Worker 32] Move 11: c1h6 (28.26s | 57 sim/s)
   [Worker 31] Move 120: e7f7 (38.47s | 42 sim/s)
   [Worker 21] Move 21: d6e7 (34.20s | 47 sim/s)
   [Worker 9] Move 118: e5d6 (48.91s | 33 sim/s)
   [Worker 37] Move 120: e7d8 (35.71s | 45 sim/s)
   [Worker 24] Move 41: f5f6 (30.83s | 52 sim/s)
   [Worker 36] Move 120: b8c7 (28.99s | 55 sim/s)
   [Worker 8] Move 122: h2h1q (39.82s | 40 sim/s)
   [Worker 35] Move 46: c8e6 (33.88s | 47 sim/s)
   [Worker 14] Move 19: b5b7 (29.81s | 54 sim/s)
   [Worker 20] Move 115: g5f6 (47.11s | 34 sim/s)
   [Worker 16] Move 120: a4b3 (32.88s | 49 sim/s)
   [Worker 5] Move 127: h7h8q (28.42s | 56 sim/s)
   [Worker 12] Move 121: h6g6 (32.44s | 49 sim/s)
   [Worker 3] Move 72: f7f8 (32.70s | 49 sim/s)
   [Worker 34] Move 29: e3d4 (29.18s | 55 sim/s)
   [Worker 25] Move 41: f5f6 (29.30s | 55 sim/s)
   [Worker 39] Move 56: g7h6 (31.76s | 50 sim/s)
   [Worker 29] Move 125: h5h6 (35.37s | 45 sim/s)
   [Worker 10] Move 67: d5f4 (32.10s | 50 sim/s)
   [Worker 7] Move 115: f7e7 (34.72s | 46 sim/s)
   [Worker 2] Move 116: d5c5 (39.22s | 41 sim/s)
   [Worker 23] Move 121: e7f6 (46.45s | 34 sim/s)
   [Worker 27] Move 8: d5d4 (25.77s | 62 sim/s)
   [Worker 0] Move 124: g1g3 (25.61s | 62 sim/s)
   [Worker 42] Move 39: b5b6 (31.70s | 50 sim/s)
   [Worker 22] Move 123: c4c5 (38.45s | 42 sim/s)
   [Worker 30] Move 92: a5a4 (37.16s | 43 sim/s)
   [Worker 28] Move 120: d6c7 (27.51s | 58 sim/s)
   [Worker 15] Move 128: g8h7 (28.77s | 56 sim/s)
   [Worker 38] Move 123: g5h6 (33.20s | 48 sim/s)
   [Worker 13] Move 35: c1g5 (30.98s | 52 sim/s)
   [Worker 43] Move 118: e4d4 (45.06s | 36 sim/s)
   [Worker 40] Move 125: b4c5 (33.59s | 48 sim/s)
   [Worker 16] Move 121: f2d4 (19.90s | 80 sim/s)
   [Worker 16] Finished Game 1 in 4136.5s |  Total Moves 121 | Result 1-0
   [Worker 16] Starting Game 2...
   [Worker 18] Move 119: f7f8 (30.32s | 53 sim/s)
   [Worker 21] Move 22: e8e7 (27.38s | 58 sim/s)
   [Worker 6] Move 128: c7c6 (41.50s | 39 sim/s)
   [Worker 32] Move 12: a7a5 (30.52s | 52 sim/s)
   [Worker 4] Move 71: h3g2 (36.33s | 44 sim/s)
   [Worker 37] Move 121: d5e5 (28.36s | 56 sim/s)
   [Worker 11] Move 122: g7h8 (34.48s | 46 sim/s)
   [Worker 1] Move 117: c1b2 (38.64s | 41 sim/s)
   [Worker 24] Move 42: d6c5 (29.30s | 55 sim/s)
   [Worker 14] Move 20: c8b7 (26.93s | 59 sim/s)
   [Worker 17] Move 116: e7f8 (40.41s | 40 sim/s)
   [Worker 8] Move 123: e3e4 (30.42s | 53 sim/s)
   [Worker 26] Move 119: a2a4 (40.38s | 40 sim/s)
   [Worker 31] Move 121: d5f4 (35.47s | 45 sim/s)
   [Worker 41] Move 119: f3g4 (44.99s | 36 sim/s)
   [Worker 33] Move 121: a4a5 (40.83s | 39 sim/s)
   [Worker 12] Move 122: d8d7 (30.17s | 53 sim/s)
   [Worker 29] Move 126: h8f6 (24.58s | 65 sim/s)
   [Worker 3] Move 73: f1e1 (29.30s | 55 sim/s)
   [Worker 9] Move 119: c1c5 (36.96s | 43 sim/s)
   [Worker 25] Move 42: d6c5 (29.50s | 54 sim/s)
   [Worker 34] Move 30: d7d5 (30.21s | 53 sim/s)
   [Worker 36] Move 121: g1h2 (35.54s | 45 sim/s)
   [Worker 35] Move 47: e2e4 (35.98s | 44 sim/s)
   [Worker 39] Move 57: g2e4 (30.61s | 52 sim/s)
   [Worker 19] Move 113: b1a1 (53.24s | 30 sim/s)
   [Worker 10] Move 68: e8f8 (30.61s | 52 sim/s)
   [Worker 27] Move 9: c2c3 (25.28s | 63 sim/s)
   [Worker 23] Move 122: g3c7 (26.36s | 61 sim/s)
   [Worker 30] Move 93: c4c5 (24.15s | 66 sim/s)
   [Worker 5] Move 128: c7c6 (40.70s | 39 sim/s)
   [Worker 20] Move 116: g6f5 (44.04s | 36 sim/s)
   [Worker 38] Move 124: g8f7 (27.33s | 59 sim/s)
   [Worker 42] Move 40: f8f7 (30.79s | 52 sim/s)
   [Worker 40] Move 126: h7h5 (26.24s | 61 sim/s)
   [Worker 15] Move 129: d5d6 (28.74s | 56 sim/s)
   [Worker 0] Move 125: b3c2 (32.14s | 50 sim/s)
   [Worker 16] Move 1: g1h3 (26.30s | 61 sim/s)
   [Worker 2] Move 117: c1b2 (36.90s | 43 sim/s)
   [Worker 43] Move 119: a4a5 (29.31s | 55 sim/s)
   [Worker 22] Move 124: e5e4 (33.56s | 48 sim/s)
   [Worker 6] Move 129: h8c8 (28.45s | 56 sim/s)
   [Worker 6] Finished Game 1 in 4166.9s |  Total Moves 129 | Result 1-0
   [Worker 6] Starting Game 2...
   [Worker 32] Move 13: e2d3 (26.94s | 59 sim/s)
   [Worker 28] Move 121: b5c5 (36.39s | 44 sim/s)
   [Worker 7] Move 116: h6g6 (45.54s | 35 sim/s)
   [Worker 4] Move 72: f7f6 (29.97s | 53 sim/s)
   [Worker 13] Move 36: e4h1 (34.36s | 47 sim/s)
   [Worker 21] Move 23: c4e5 (33.84s | 47 sim/s)
   [Worker 24] Move 43: h1h2 (30.39s | 53 sim/s)
   [Worker 1] Move 118: f3g4 (32.39s | 49 sim/s)
   [Worker 11] Move 123: a5b4 (32.91s | 49 sim/s)
   [Worker 14] Move 21: h4h5 (33.07s | 48 sim/s)
   [Worker 18] Move 120: e8e7 (39.57s | 40 sim/s)
   [Worker 41] Move 120: b5c5 (31.52s | 51 sim/s)
   [Worker 26] Move 120: e2f3 (31.94s | 50 sim/s)
   [Worker 29] Move 127: h6h7 (30.98s | 52 sim/s)
   [Worker 37] Move 122: d8c7 (39.41s | 41 sim/s)
   [Worker 34] Move 31: b1c3 (30.07s | 53 sim/s)
   [Worker 3] Move 74: h7h6 (31.58s | 51 sim/s)
   [Worker 25] Move 43: h1h2 (30.90s | 52 sim/s)
   [Worker 35] Move 48: f7f8 (29.64s | 54 sim/s)
   [Worker 8] Move 124: h1g2 (37.39s | 43 sim/s)
   [Worker 33] Move 122: e5e4 (36.01s | 44 sim/s)
   [Worker 36] Move 122: c7c6 (33.33s | 48 sim/s)
   [Worker 27] Move 10: c7c5 (29.03s | 55 sim/s)
   [Worker 12] Move 123: g6h5 (37.47s | 43 sim/s)
   [Worker 31] Move 122: e5f4 (39.71s | 40 sim/s)
   [Worker 10] Move 69: f4g6 (31.68s | 51 sim/s)
   [Worker 39] Move 58: g8g7 (34.63s | 46 sim/s)
   [Worker 5] Move 129: h8c8 (28.09s | 57 sim/s)
   [Worker 5] Finished Game 1 in 4187.0s |  Total Moves 129 | Result 1-0
   [Worker 5] Starting Game 2...
   [Worker 20] Move 117: f6e5 (26.97s | 59 sim/s)
   [Worker 9] Move 120: d6f8 (40.44s | 40 sim/s)
   [Worker 30] Move 94: f8e7 (35.01s | 46 sim/s)
   [Worker 16] Move 2: b8c6 (27.98s | 57 sim/s)
   [Worker 6] Move 1: e2e4 (24.80s | 65 sim/s)
   [Worker 0] Move 126: g3g2 (29.05s | 55 sim/s)
   [Worker 15] Move 130: h7h8 (29.43s | 54 sim/s)
   [Worker 42] Move 41: h2h4 (31.22s | 51 sim/s)
   [Worker 32] Move 14: h8g8 (29.31s | 55 sim/s)
   [Worker 23] Move 123: f6e6 (40.41s | 40 sim/s)
   [Worker 17] Move 117: f5e4 (52.74s | 30 sim/s)
   [Worker 38] Move 125: h6g5 (35.13s | 46 sim/s)
   [Worker 40] Move 127: c5c6 (34.73s | 46 sim/s)
   [Worker 7] Move 117: e7d6 (27.88s | 57 sim/s)
   [Worker 19] Move 114: h2g2 (45.27s | 35 sim/s)
   [Worker 28] Move 122: c7d6 (29.35s | 55 sim/s)
   [Worker 13] Move 37: g5e7 (28.56s | 56 sim/s)
   [Worker 2] Move 118: f3g4 (34.67s | 46 sim/s)
   [Worker 24] Move 44: a8a7 (28.11s | 57 sim/s)
   [Worker 21] Move 24: g7e5 (30.13s | 53 sim/s)
   [Worker 37] Move 123: a7a8q (24.99s | 64 sim/s)
   [Worker 43] Move 120: d4c4 (39.26s | 41 sim/s)
   [Worker 14] Move 22: g7g6 (28.39s | 56 sim/s)
   [Worker 22] Move 125: h6h7 (40.32s | 40 sim/s)
   [Worker 4] Move 73: g2h3 (36.69s | 44 sim/s)
   [Worker 29] Move 128: c4c3 (27.63s | 58 sim/s)
   [Worker 18] Move 121: a5c7 (32.23s | 50 sim/s)
   [Worker 25] Move 44: a8a7 (31.31s | 51 sim/s)
   [Worker 34] Move 32: b7b6 (32.03s | 50 sim/s)
   [Worker 3] Move 75: e1e5 (32.41s | 49 sim/s)
   [Worker 27] Move 11: g1h3 (28.51s | 56 sim/s)
   [Worker 5] Move 1: e2e4 (27.34s | 59 sim/s)
